Year,Month,CO2,Temp,CO2_emissions,time_index,CO2_growth,CO2_ma12,Temp_ma12,CO2_lag1,CO2_lag12,Temp_lag1,Month_sin,Month_cos
1963,11,317.07,0.15,10266.777,68,0.003417829678154405,318.93833333333333,0.05416666666666666,315.99,316.69,0.15,-0.5000000000000004,0.8660254037844384
1963,12,318.35,-0.03,10266.777,69,0.004036963446557573,318.9925,0.05416666666666667,317.07,317.7,0.15,-2.4492935982947064e-16,1.0
1964,1,319.57,-0.09,10824.47,70,0.003832260091094719,319.06166666666667,0.04916666666666667,318.35,318.74,-0.03,0.49999999999999994,0.8660254037844387
1964,2,320.04,-0.1,10824.47,71,0.0014707262884501304,319.1425,0.02583333333333333,319.57,319.07,-0.09,0.8660254037844386,0.5000000000000001
1964,3,320.75,-0.21,10824.47,72,0.0022184726909135755,319.2166666666667,0.02,320.04,319.86,-0.1,1.0,6.123233995736766e-17
1964,4,321.84,-0.32,10824.47,73,0.003398285268900958,319.255,-0.000833333333333334,320.75,321.38,-0.21,0.8660254037844387,-0.4999999999999998
1964,5,322.25,-0.25,10824.47,74,0.0012739249316431334,319.2558333333333,-0.016666666666666666,321.84,322.24,-0.32,0.49999999999999994,-0.8660254037844387
1964,6,321.89,-0.04,10824.47,75,-0.0011171450737005317,319.2891666666667,-0.024166666666666666,322.25,321.49,-0.25,1.2246467991473532e-16,-1.0
1964,7,320.44,-0.04,10824.47,76,-0.004504644443754091,319.3475,-0.0325,321.89,319.74,-0.04,-0.4999999999999997,-0.8660254037844388
1964,8,318.69,-0.22,10824.47,77,-0.005461240793908417,319.4241666666666,-0.06916666666666667,320.44,317.77,-0.04,-0.8660254037844384,-0.5000000000000004
1964,9,316.71,-0.29,10824.47,78,-0.006212934199378739,319.4658333333333,-0.1075,318.69,316.21,-0.22,-1.0,-1.8369701987210297e-16
1964,10,316.87,-0.31,10824.47,79,0.0005051940260807353,319.5391666666667,-0.14583333333333334,316.71,315.99,-0.29,-0.8660254037844386,0.5000000000000001
1964,11,317.68,-0.21,10824.47,80,0.0025562533531100495,319.59,-0.1758333333333333,316.87,317.07,-0.31,-0.5000000000000004,0.8660254037844384
1964,12,318.71,-0.29,10824.47,81,0.003242256358599871,319.62,-0.1975,317.68,318.35,-0.21,-2.4492935982947064e-16,1.0
1965,1,319.44,-0.08,11310.603,82,0.0022904835116563937,319.6091666666667,-0.19666666666666666,318.71,319.57,-0.29,0.49999999999999994,0.8660254037844387
1965,2,320.44,-0.17,11310.603,83,0.0031304783370900147,319.6425,-0.20249999999999999,319.44,320.04,-0.08,0.8660254037844386,0.5000000000000001
1965,3,320.89,-0.13,11310.603,84,0.001404319061290682,319.65416666666664,-0.1958333333333333,320.44,320.75,-0.17,1.0,6.123233995736766e-17
1965,4,322.14,-0.19,11310.603,85,0.00389541587459874,319.6791666666667,-0.18500000000000003,320.89,321.84,-0.13,0.8660254037844387,-0.4999999999999998
1965,5,322.17,-0.12,11310.603,86,9.312721177145988e-05,319.6725,-0.17416666666666666,322.14,322.25,-0.19,0.49999999999999994,-0.8660254037844387
1965,6,321.87,-0.08,11310.603,87,-0.0009311853990129348,319.6708333333333,-0.1775,322.17,321.89,-0.12,1.2246467991473532e-16,-1.0
1965,7,321.21,-0.13,11310.603,88,-0.002050517289589049,319.73499999999996,-0.18499999999999997,321.87,320.44,-0.08,-0.4999999999999997,-0.8660254037844388
1965,8,318.87,-0.04,11310.603,89,-0.00728495376856253,319.75,-0.17,321.21,318.69,-0.13,-0.8660254037844384,-0.5000000000000004
1965,9,317.82,-0.15,11310.603,90,-0.0032928779753504944,319.84250000000003,-0.15833333333333333,318.87,316.71,-0.04,-1.0,-1.8369701987210297e-16
1965,10,317.3,-0.05,11310.603,91,-0.0016361462463029275,319.87833333333333,-0.1366666666666667,317.82,316.87,-0.15,-0.8660254037844386,0.5000000000000001
1965,11,318.87,-0.06,11310.603,92,0.004947998739363246,319.9775,-0.12416666666666669,317.3,317.68,-0.05,-0.5000000000000004,0.8660254037844384
